,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9904012013411723,2.014748025450398,0.21071186542540438,0.01505124110864442,0.9952822824321281,144.6135988878562,"{75: np.float64(0.06683339486423123), 90: np.float64(0.19113748075401046), 95: np.float64(0.36535942817189593), 99: np.float64(3.451755078494614)}"
radius,0.999833901666557,0.012250269140419087,0.006476490638448258,0.00309317203967141,0.9999169586890249,0.2990175210027979,"{75: np.float64(0.0072309996878801575), 90: np.float64(0.0154644778263668), 95: np.float64(0.02467810106843051), 99: np.float64(0.05303865567124543)}"
