,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9933752295088617,1.861628857847631,0.44041541369421466,0.09065022672987855,0.9966837599176745,72.22385394418885,"{75: np.float64(0.2493009649635365), 90: np.float64(0.6809086930170523), 95: np.float64(1.4793597860124947), 99: np.float64(7.482816309624542)}"
radius,0.9995232705620849,0.010240591649254208,0.007268548456747496,0.0054994357630125945,0.9997616273000233,0.34567055394412427,"{75: np.float64(0.009949785850273729), 90: np.float64(0.015524832105258901), 95: np.float64(0.01966755871089121), 99: np.float64(0.030473985830181412)}"
