,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.997673510197923,1.245401794520947,0.13684691667058557,0.004133300584708233,0.9988374061089876,93.65901220391294,"{75: np.float64(0.01502673740167243), 90: np.float64(0.06607603681030494), 95: np.float64(0.23333149508852188), 99: np.float64(2.9848211613484006)}"
radius,0.9999485660214092,0.004982350505966063,0.0025840269387034246,0.0013228434671710976,0.9999742857888035,0.31622074210859297,"{75: np.float64(0.003079961250829759), 90: np.float64(0.006113635117877104), 95: np.float64(0.00901077266844749), 99: np.float64(0.018226504162515648)}"
