,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9997188056687223,0.04381247602675818,0.010064404795434146,0.00010999999999761201,0.999859798900955,2.0133200000000055,"{75: np.float64(0.0022499999999974207), 90: np.float64(0.020780000000002463), 95: np.float64(0.05239999999999976), 99: np.float64(0.17560020000000007)}"
radius,0.999810223758309,1.1287188169001945,0.1645998634757076,0.0031741666666675883,0.9999051108628436,98.77000000000021,"{75: np.float64(0.014650674603177372), 90: np.float64(0.14060000000000628), 95: np.float64(0.5450300000000292), 99: np.float64(3.5807199999999617)}"
