,value range,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.6538581961218565 - 283.72102985530483,0.9997472754685565,0.4720977477922896,0.05923458443771085,0.004043516517202583,0.9998742090282583,17.873515387756555,"{75: np.float64(0.010558037412788046), 90: np.float64(0.02565690801184095), 95: np.float64(0.07274304497596283), 99: np.float64(1.3483549010116351)}"
radius,0.0919862423867022 - 2.891706235288321,0.9999325593577166,0.004058574816749633,0.0026817918314956755,0.001759844340900374,0.9999669250325012,0.10271672775299967,"{75: np.float64(0.003589403212442277), 90: np.float64(0.006147100903839098), 95: np.float64(0.008205801951663316), 99: np.float64(0.014209362794780103)}"
