,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9948624177048558,0.21694132796854967,0.10297670416863523,0.057127346121245814,0.9974625703920668,7.05939495329029,"{75: np.float64(0.1230269845456613), 90: np.float64(0.23192454036754562), 95: np.float64(0.3268474746040835), 99: np.float64(0.593207723994136)}"
radius,0.9983262937093501,0.04457586139813131,0.03278976399642284,0.02293492906863337,0.9991634509865515,0.4231271783581798,"{75: np.float64(0.04627916139134092), 90: np.float64(0.07728223798027845), 95: np.float64(0.09303689152919625), 99: np.float64(0.13068996947784667)}"
