,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9851591018183086,0.08418684913784176,0.040326938588368416,0.010978932468380997,0.9925519255441945,1.5919104638650627,"{75: np.float64(0.04252106198976002), 90: np.float64(0.11842541674209571), 95: np.float64(0.18504575839212567), 99: np.float64(0.3574981991975417)}"
radius,0.9998124002057707,0.014019621430573385,0.007597533419531711,0.0034485702594244105,0.999906207529898,0.26087605719507456,"{75: np.float64(0.008594314484754478), 90: np.float64(0.019346486803666536), 95: np.float64(0.03016623615763068), 99: np.float64(0.05843496638138132)}"
