# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Tue Sep 30 08:46:40 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 6.60000 0.2236557752 1.7684714749    0.224 -1.216  3.4655  3.817    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.809 13.430 12.293 10.922 9.467 7.702 5.837 5.236 4.910
0.0152 0.01508 6.60000 0.2401343435 1.8146216798    0.240 -1.177  3.4699  3.828    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.713 13.235 12.102 10.737 9.309 7.570 5.748 5.142 4.825
0.0152 0.01508 6.60000 0.2591680288 1.8630571592    0.259 -1.135  3.4752  3.839    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.608 13.027 11.893 10.533 9.135 7.426 5.653 5.040 4.731
0.0152 0.01508 6.60000 0.2833463550 1.9183056706    0.283 -1.079  3.4824  3.851    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.36e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.467 12.752 11.616 10.259 8.899 7.237 5.527 4.904 4.607
0.0152 0.01508 6.60000 0.3095147610 1.9715850508    0.309 -1.027  3.4893  3.864    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.336 12.512 11.365 10.001 8.675 7.063 5.413 4.779 4.492
0.0152 0.01508 6.60000 0.3461122513 2.0369991655    0.346 -0.956  3.4986  3.880    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.74e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.160 12.191 11.033 9.681 8.401 6.836 5.259 4.607 4.334
0.0152 0.01508 6.60000 0.3500000238 2.0434175133    0.350 -0.949  3.4995  3.881    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.143 12.160 11.000 9.650 8.375 6.814 5.243 4.590 4.318
0.0152 0.01508 6.60000 0.3811266720 2.0916715045    0.381 -0.896  3.5069  3.895    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.95e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.010 11.922 10.747 9.406 8.167 6.644 5.128 4.461 4.199
0.0152 0.01508 6.60000 0.4000000358 2.1185024810    0.400 -0.864  3.5114  3.902    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.931 11.782 10.598 9.261 8.043 6.543 5.060 4.384 4.128
0.0152 0.01508 6.60000 0.4374741316 2.1671993202    0.437 -0.804  3.5205  3.917    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.780 11.518 10.307 8.973 7.798 6.351 4.932 4.240 3.994
0.0152 0.01508 6.60000 0.4500000477 2.1822809714    0.450 -0.785  3.5234  3.922    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.4e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.732 11.438 10.217 8.882 7.720 6.291 4.893 4.195 3.952
0.0152 0.01508 6.60000 0.4835406840 2.2201144524    0.483 -0.736  3.5313  3.935    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.609 11.230 9.979 8.643 7.516 6.136 4.791 4.080 3.845
0.0152 0.01508 6.60000 0.5000000000 2.2374541529    0.500 -0.712  3.5350  3.941    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.73e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.550 11.132 9.867 8.531 7.420 6.063 4.742 4.025 3.794
0.0152 0.01508 6.60000 0.5088800192 2.2464248104    0.509 -0.699  3.5373  3.945    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.79e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.518 11.076 9.801 8.466 7.365 6.022 4.716 3.995 3.768
0.0152 0.01508 6.60000 0.5305807590 2.2669012336    0.530 -0.669  3.5424  3.953    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.443 10.948 9.653 8.318 7.237 5.929 4.655 3.926 3.704
0.0152 0.01508 6.60000 0.5500000119 2.2836582633    0.550 -0.645  3.5462  3.960    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.383 10.852 9.541 8.204 7.139 5.856 4.605 3.871 3.654
0.0152 0.01508 6.60000 0.5561981797 2.2887242438    0.556 -0.637  3.5478  3.963    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.1e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.362 10.816 9.498 8.161 7.102 5.830 4.588 3.851 3.636
0.0152 0.01508 6.60000 0.5822691917 2.3086818028    0.582 -0.600  3.5543  3.972    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.31e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.271 10.669 9.320 7.981 6.945 5.720 4.516 3.769 3.562
0.0152 0.01508 6.60000 0.6000000238 2.3211213258    0.600 -0.579  3.5580  3.979    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.43e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.217 10.583 9.217 7.876 6.852 5.656 4.472 3.721 3.519
0.0152 0.01508 6.60000 0.6224079728 2.3356822262    0.622 -0.549  3.5635  3.987    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.143 10.464 9.071 7.727 6.722 5.567 4.414 3.655 3.461
0.0152 0.01508 6.60000 0.6499999762 2.3520353107    0.650 -0.516  3.5696  3.997    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.82e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 6.060 10.330 8.907 7.560 6.574 5.469 4.348 3.581 3.396
0.0152 0.01508 6.60000 0.6729136705 2.3644500106    0.673 -0.486  3.5751  4.004    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.03e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.985 10.206 8.759 7.412 6.443 5.382 4.289 3.518 3.340
0.0152 0.01508 6.60000 0.7000000477 2.3779267258    0.700 -0.453  3.5811  4.013    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.27e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 5.903 10.069 8.596 7.251 6.299 5.288 4.223 3.449 3.280
0.0152 0.01508 6.60000 0.7500000000 2.3998889087    0.750 -0.323  3.6222  4.077    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -6.4e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.577 9.226 7.714 6.457 5.613 4.898 4.000 3.267 3.148
0.0152 0.01508 6.60000 0.7780441046 2.4107960973    0.778 -0.297  3.6255  4.080    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.64e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.513 9.106 7.607 6.361 5.525 4.830 3.944 3.218 3.102
0.0152 0.01508 6.60000 0.8000000119 2.4187244405    0.800 -0.277  3.6280  4.082    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.84e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.463 9.014 7.524 6.286 5.457 4.778 3.900 3.179 3.065
0.0152 0.01508 6.60000 0.8380957246 2.4313541012    0.838 -0.246  3.6322  4.088    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.15e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.384 8.856 7.390 6.167 5.350 4.694 3.832 3.120 3.010
0.0152 0.01508 6.60000 0.8500000238 2.4350346840    0.850 -0.235  3.6335  4.088    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.27e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.357 8.803 7.346 6.128 5.314 4.666 3.808 3.099 2.991
0.0152 0.01508 6.60000 0.8838466406 2.4448793003    0.883 -0.205  3.6372  4.090    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.61e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.283 8.654 7.223 6.020 5.217 4.589 3.744 3.044 2.939
0.0152 0.01508 6.60000 0.9000000358 2.4492786175    0.899 -0.191  3.6390  4.091    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.79e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.247 8.583 7.164 5.967 5.170 4.552 3.713 3.016 2.913
0.0152 0.01508 6.60000 0.9324015379 2.4575768988    0.932 -0.166  3.6424  4.095    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.08e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.184 8.444 7.056 5.874 5.087 4.486 3.659 2.972 2.871
0.0152 0.01508 6.60000 0.9500000477 2.4618122009    0.950 -0.152  3.6442  4.096    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.25e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.149 8.366 6.997 5.823 5.042 4.449 3.629 2.947 2.848
0.0152 0.01508 6.60000 0.9671913385 2.4657788227    0.967 -0.138  3.6460  4.098    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.42e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.116 8.291 6.939 5.773 4.999 4.414 3.601 2.924 2.826
0.0152 0.01508 6.60000 1.0000000000 2.4729154477    1.000 -0.110  3.6495  4.098    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.83e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.045 8.138 6.822 5.671 4.909 4.340 3.540 2.874 2.779
0.0152 0.01508 6.60000 1.0179364681 2.4765941261    1.018 -0.097  3.6514  4.100    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.76e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 5.012 8.060 6.764 5.622 4.866 4.305 3.512 2.852 2.758
0.0152 0.01508 6.60000 1.0499999523 2.4828114860    1.050 -0.070  3.6548  4.100    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.75e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.945 7.907 6.651 5.526 4.784 4.235 3.455 2.807 2.714
0.0152 0.01508 6.60000 1.0999703407 2.4916751574    1.099 -0.029  3.6601  4.100    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.67e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.842 7.671 6.477 5.378 4.657 4.127 3.367 2.738 2.648
0.0152 0.01508 6.60000 1.1000000238 2.4916801480    1.099 -0.029  3.6601  4.100    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.67e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.842 7.671 6.477 5.378 4.657 4.127 3.367 2.738 2.648
0.0152 0.01508 6.60000 1.1499999762 2.4996678137    1.149  0.010  3.6653  4.102    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -8.5e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.745 7.449 6.315 5.241 4.541 4.026 3.285 2.673 2.586
0.0152 0.01508 6.60000 1.1937727928 2.5060326790    1.193  0.043  3.6698  4.103    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.26e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.663 7.262 6.177 5.125 4.443 3.940 3.216 2.619 2.535
0.0152 0.01508 6.60000 1.2000000477 2.5068948796    1.200  0.048  3.6704  4.103    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.22e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.651 7.235 6.158 5.109 4.429 3.928 3.206 2.611 2.528
0.0152 0.01508 6.60000 1.2180309296 2.5093342849    1.218  0.060  3.6722  4.104    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.08e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.619 7.163 6.105 5.065 4.392 3.895 3.180 2.591 2.508
0.0152 0.01508 6.60000 1.2500000000 2.5134610955    1.250  0.087  3.6756  4.102    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.96e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.552 7.017 5.999 4.974 4.315 3.827 3.123 2.546 2.465
0.0152 0.01508 6.60000 1.2999999523 2.5194498592    1.300  0.126  3.6807  4.100    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -7.6e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.454 6.802 5.841 4.841 4.202 3.726 3.041 2.480 2.402
0.0152 0.01508 6.60000 1.3500001431 2.5249313723    1.350  0.167  3.6859  4.097    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -7.2e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.352 6.592 5.685 4.707 4.087 3.623 2.956 2.411 2.335
0.0152 0.01508 6.60000 1.4000000954 2.5299650415    1.400  0.208  3.6910  4.092    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.69e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.249 6.382 5.529 4.573 3.972 3.519 2.870 2.342 2.268
0.0152 0.01508 6.60000 1.4500000477 2.5346015836    1.450  0.249  3.6961  4.087    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.04e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.147 6.175 5.376 4.442 3.859 3.417 2.785 2.273 2.202
0.0152 0.01508 6.60000 1.5000000000 2.5388844597    1.500  0.285  3.7009  4.085    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.18e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.057 5.989 5.240 4.326 3.760 3.327 2.712 2.213 2.145
0.0152 0.01508 6.60000 1.5177404881 2.5403262925    1.518  0.299  3.7027  4.083    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -4.8e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 4.023 5.922 5.191 4.284 3.723 3.294 2.684 2.190 2.123
0.0152 0.01508 6.60000 1.5499999523 2.5428511323    1.550  0.326  3.7060  4.078    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.954 5.789 5.092 4.199 3.649 3.226 2.627 2.143 2.077
0.0152 0.01508 6.60000 1.5872060061 2.5456170589    1.587  0.355  3.7096  4.075    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -3.3e-14      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 3.884 5.649 4.989 4.110 3.572 3.155 2.569 2.096 2.031
