# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Tue Sep 30 08:45:44 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 6.60000 0.0900000036 1.0816895926    0.090 -1.675  3.4153  3.680    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.957 15.920 14.692 13.276 11.457 9.387 6.908 6.332 5.927
0.01471 0.00000 6.60000 0.0921573043 1.1020393480    0.092 -1.667  3.4161  3.686    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.936 15.891 14.660 13.244 11.428 9.361 6.888 6.312 5.908
0.01471 0.00000 6.60000 0.1055688262 1.2160095527    0.106 -1.613  3.4216  3.712    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.802 15.659 14.427 13.006 11.220 9.176 6.759 6.181 5.783
0.01471 0.00000 6.60000 0.1138553619 1.2774155444    0.114 -1.580  3.4248  3.725    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.719 15.475 14.248 12.826 11.069 9.047 6.682 6.103 5.710
0.01471 0.00000 6.60000 0.1212434694 1.3274558727    0.121 -1.561  3.4267  3.741    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.672 15.376 14.148 12.723 10.982 8.973 6.638 6.058 5.669
0.01471 0.00000 6.60000 0.1292994469 1.3776894457    0.129 -1.522  3.4309  3.747    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.575 15.140 13.926 12.503 10.798 8.819 6.547 5.967 5.583
0.01471 0.00000 6.60000 0.1373417675 1.4239351731    0.137 -1.494  3.4339  3.757    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.505 14.984 13.776 12.356 10.674 8.714 6.482 5.900 5.521
0.01471 0.00000 6.60000 0.1434380412 1.4567061653    0.143 -1.472  3.4365  3.765    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.451 14.855 13.653 12.237 10.574 8.630 6.431 5.849 5.474
0.01471 0.00000 6.60000 0.1516868621 1.4982734945    0.152 -1.437  3.4406  3.771    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.363 14.645 13.455 12.046 10.415 8.495 6.350 5.766 5.398
0.01471 0.00000 6.60000 0.1597592235 1.5362003657    0.160 -1.412  3.4434  3.779    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-14      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 8.301 14.507 13.322 11.916 10.305 8.403 6.292 5.707 5.343
