,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.6337762001906275,3.0680531326363196,1.8625649582591806,0.9704614695476756,0.796100621914019,22.275998004260508,"{75: np.float64(2.5078023059221053), 90: np.float64(4.418087316818078), 95: np.float64(5.966206505867041), 99: np.float64(13.188085715797563)}"
radius,0.9925428351690286,0.0834915224254678,0.06504086122918111,0.05338786997733952,0.9962644403816882,0.3742776903813434,"{75: np.float64(0.09236193853716301), 90: np.float64(0.1374947996657808), 95: np.float64(0.17088355841986347), 99: np.float64(0.22806925458173036)}"
