,value range,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.0999979840073621 - 2.9999868374941867,0.9983728478790728,0.02917938905834862,0.01614069138603855,0.009581761178914294,0.999186127126375,1.164764377165806,"{75: np.float64(0.01928002829223674), 90: np.float64(0.03503933952925253), 95: np.float64(0.05155345743178319), 99: np.float64(0.10738864619649864)}"
radius,-1.861069007171269 - 2.772287451333455,0.9995279417367391,0.015390595760964007,0.006715741379452065,0.004535109380137164,0.9997639449348299,0.7003157608652608,"{75: np.float64(0.00825645562466315), 90: np.float64(0.013220492724848298), 95: np.float64(0.017372700122877806), 99: np.float64(0.033228849063094056)}"
