,value range,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.644 - 13.912,0.8673858809997195,0.6249889430530882,0.4828553295946743,0.4366127245307947,0.9316431842999809,5.210986283699867,"{75: np.float64(0.6543368630151623), 90: np.float64(0.8356346739091057), 95: np.float64(1.0077639868780972), 99: np.float64(1.7563953325789419)}"
radius,0.7818989193511491 - 2.8272399995056454,0.9951095719996578,0.02306564485752896,0.018915119745119696,0.016702120725915703,0.9979019818511542,0.0722175005331791,"{75: np.float64(0.02800168818805482), 90: np.float64(0.03841540097287366), 95: np.float64(0.04386371693560584), 99: np.float64(0.0508668201693876)}"
