,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.309017723316772,16.838021947811505,7.338169940082414,3.8262812442085963,0.5558936261049732,261.36004524779804,"{75: np.float64(8.601260025983615), 90: np.float64(14.298002851102474), 95: np.float64(18.7691274185984), 99: np.float64(70.22622147674282)}"
radius,0.9873686629111135,0.11206075358433179,0.08048399846133884,0.05785498467521544,0.993664260659092,0.6579405300155883,"{75: np.float64(0.10398510485519291), 90: np.float64(0.17682697369295386), 95: np.float64(0.2418429216769669), 99: np.float64(0.3824573869498151)}"
