,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9977940467562483,0.9529946527009437,0.09990053187465175,0.008019487149850457,0.9988977609553024,125.21925500445558,"{75: np.float64(0.0329959683630586), 90: np.float64(0.10637529054033712), 95: np.float64(0.20459088351898908), 99: np.float64(1.5386217283931427)}"
radius,0.9999138658091802,0.009246215523839234,0.004546437889579419,0.0018878644617438822,0.999956937498791,0.36764590959955445,"{75: np.float64(0.0049900432130207326), 90: np.float64(0.011172287451150845), 95: np.float64(0.017695198973579292), 99: np.float64(0.04013464550393061)}"
