,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.997860226573911,1.0575688709895685,0.12589747253219594,0.012719756352855938,0.9989314202766059,90.20049983694966,"{75: np.float64(0.04840835841478697), 90: np.float64(0.13812649340522068), 95: np.float64(0.25983729556659574), 99: np.float64(2.1000171712848674)}"
radius,0.9997528321685418,0.01050581559721543,0.005520598145422033,0.0025622103899449744,0.9998764130362965,0.27567381489809595,"{75: np.float64(0.006371818741292223), 90: np.float64(0.013488543296612306), 95: np.float64(0.02071163679875174), 99: np.float64(0.04482632193643408)}"
