,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9902978236861779,2.252230205760867,0.26277150509971586,0.021388677737960826,0.9952314747654682,150.25914745151312,"{75: np.float64(0.08663872411262952), 90: np.float64(0.23619684727273668), 95: np.float64(0.4860031230548943), 99: np.float64(4.683963623913513)}"
radius,0.9995902585445687,0.013526499767384405,0.0072856615886338705,0.0034231269588503865,0.9997951556909712,0.329543015750684,"{75: np.float64(0.008313586349104451), 90: np.float64(0.018089083103548415), 95: np.float64(0.028452993452933697), 99: np.float64(0.057246364639783415)}"
