,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9953844126878636,1.8146183907764735,0.19830302802365699,0.003458913865227231,0.9976910956127599,151.65813444621273,"{75: np.float64(0.01985757265789445), 90: np.float64(0.10429447732135486), 95: np.float64(0.3537523700180222), 99: np.float64(4.514940449477694)}"
radius,0.9997977975582353,0.010494919505304725,0.005835835695811453,0.003370157353018599,0.9998989387826426,0.4783497157713891,"{75: np.float64(0.0072285491842967176), 90: np.float64(0.013008686975445325), 95: np.float64(0.01825577357796406), 99: np.float64(0.04013504133772312)}"
