,value range,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.655 - 13.903,0.9987999385495286,0.08066766910400273,0.030272064835060373,0.005999999999999894,0.9994314948699308,2.0514000000000028,"{75: np.float64(0.026800000000000435), 90: np.float64(0.08540000000000003), 95: np.float64(0.1370000000000003), 99: np.float64(0.35784999999999956)}"
radius,1.94 - 687.5,0.9989924294854371,2.2380842680730972,0.6658688420952562,0.13599999999999923,0.9995168346928223,71.44,"{75: np.float64(0.5139999999999958), 90: np.float64(1.408999999999999), 95: np.float64(2.6200000000000045), 99: np.float64(9.259999999999991)}"
