,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
T_eff,0.9988633427378368,0.011731539481578483,0.005180439945371356,0.0016140184204842534,0.9994316796875289,0.47278908820335985,"{75: np.float64(0.0054731057573589315), 90: np.float64(0.013585760990527619), 95: np.float64(0.0209939975901275), 99: np.float64(0.04823982650351634)}"
log_g,0.9999762399539451,0.009286133180820109,0.0061685607787857425,0.004009745935491846,0.9999881202371772,0.46112821155150385,"{75: np.float64(0.008433384898367369), 90: np.float64(0.014629304625074769), 95: np.float64(0.018899937530467474), 99: np.float64(0.03016302480269568)}"
