,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9922359015469233,2.015362381670535,0.2284638682400546,0.004622099041377226,0.9961128797529779,162.66929816825464,"{75: np.float64(0.022286844956145302), 90: np.float64(0.12404042841865603), 95: np.float64(0.44955514831880805), 99: np.float64(5.01607566317586)}"
radius,0.9996932354309226,0.008222516344172011,0.004638250628814282,0.0027038381619611807,0.999846619245267,0.3308416504297713,"{75: np.float64(0.005418705192307638), 90: np.float64(0.010359615850521697), 95: np.float64(0.015235106419922984), 99: np.float64(0.032301496891987434)}"
