,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.6535102471927607,1.771241837667407,1.112218903305279,0.6294865935710492,0.8083998065447489,15.464448543946407,"{75: np.float64(1.4638733732687514), 90: np.float64(2.6341365649008606), 95: np.float64(3.592643258212627), 99: np.float64(7.020366056619977)}"
radius,0.9941177619322793,0.07442759209965652,0.05697369967925316,0.04449355481443362,0.9970545431080297,0.3845077485601145,"{75: np.float64(0.0802533151663245), 90: np.float64(0.1205771923764434), 95: np.float64(0.15108743648484196), 99: np.float64(0.22208564560271954)}"
