,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.32926581877451055,20.06122133754321,9.640411983589328,5.634957972255092,0.573816886367429,256.9350554950853,"{75: np.float64(12.604890993700074), 90: np.float64(17.09539932705423), 95: np.float64(20.196330041683275), 99: np.float64(87.93130651028595)}"
radius,0.9862313036632091,0.09400277642343773,0.07033569369989583,0.05480716801275376,0.9930917901499634,0.4876688929958404,"{75: np.float64(0.09725657050299688), 90: np.float64(0.14889782014280772), 95: np.float64(0.18571722341253483), 99: np.float64(0.31004259714364824)}"
