,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.3102467498185517,19.438651844869952,8.696264833312153,5.1846366874535645,0.5569979802415961,261.3056383934062,"{75: np.float64(11.849093255412697), 90: np.float64(15.176450290685626), 95: np.float64(17.274333545490208), 99: np.float64(84.45008144417727)}"
radius,0.9846531553265465,0.08725306041887644,0.06624007118953819,0.05203542368610847,0.9922969088567093,0.49401274332634215,"{75: np.float64(0.09480314570464299), 90: np.float64(0.13738847216959074), 95: np.float64(0.1660368008055224), 99: np.float64(0.269169346483319)}"
