,RVE,RMSE,MAE,MedAE,CORR,MAX_ER,Percentiles
mass,0.9984644909674172,0.15205216201659125,0.08327431213295373,0.04547079768469714,0.9992319698027695,14.164325152068965,"{75: np.float64(0.10731663845164308), 90: np.float64(0.2019084891563554), 95: np.float64(0.27985958597152893), 99: np.float64(0.4777163274698911)}"
radius,0.9996789635685774,0.017383784157926522,0.01250288771623493,0.009225489701915945,0.9998394699396418,0.20730010249393338,"{75: np.float64(0.016830926290733905), 90: np.float64(0.02693301262008463), 95: np.float64(0.03518964368711175), 99: np.float64(0.058265725241247845)}"
